Image,Age,Gender,Race,Emotion
disgust_-_PublicTest_2183494.jpg,28,Man,white,disgust
disgust_-_PublicTest_28485599.jpg,32,Man,middle eastern,angry
disgust_-_PublicTest_30164595.jpg,41,Man,white,sad
disgust_-_PublicTest_31237465.jpg,28,Man,middle eastern,fear
disgust_-_PublicTest_32023453.jpg,33,Woman,white,fear
disgust_-_PublicTest_35686619.jpg,27,Man,white,disgust
disgust_-_PublicTest_37923555.jpg,30,Man,asian,neutral
disgust_-_PublicTest_39191720.jpg,31,Woman,asian,disgust
disgust_-_PublicTest_41393563.jpg,29,Man,middle eastern,disgust
disgust_-_PublicTest_41633403.jpg,32,Man,white,angry
disgust_-_PublicTest_42217610.jpg,30,Man,middle eastern,fear
disgust_-_PublicTest_43293519.jpg,29,Man,middle eastern,disgust
disgust_-_PublicTest_48565094.jpg,31,Man,asian,angry
disgust_-_PublicTest_48953105.jpg,36,Woman,asian,angry
disgust_-_PublicTest_49034123.jpg,28,Woman,white,disgust
disgust_-_PublicTest_52803288.jpg,33,Man,latino hispanic,angry
disgust_-_PublicTest_56572858.jpg,30,Man,asian,happy
disgust_-_PublicTest_57331986.jpg,35,Woman,white,disgust
disgust_-_PublicTest_57583458.jpg,26,Man,white,happy
disgust_-_PublicTest_58268614.jpg,29,Man,white,disgust
disgust_-_PublicTest_59459424.jpg,41,Man,black,angry
disgust_-_PublicTest_60245179.jpg,41,Man,asian,angry
disgust_-_PublicTest_67431170.jpg,23,Man,white,angry
disgust_-_PublicTest_67559665.jpg,32,Man,white,fear
disgust_-_PublicTest_67735286.jpg,44,Woman,latino hispanic,disgust
disgust_-_PublicTest_70868923.jpg,47,Man,white,angry
disgust_-_PublicTest_75779.jpg,44,Man,white,fear
disgust_-_PublicTest_75786377.jpg,36,Man,middle eastern,angry
disgust_-_PublicTest_75935933.jpg,33,Man,white,angry
disgust_-_PublicTest_78907529.jpg,30,Man,asian,angry
disgust_-_PublicTest_79534348.jpg,33,Man,black,disgust
disgust_-_PublicTest_82624961.jpg,50,Man,asian,angry
disgust_-_PublicTest_83844004.jpg,41,Man,white,angry
disgust_-_PublicTest_84280276.jpg,24,Man,asian,angry
disgust_-_PublicTest_84732279.jpg,35,Woman,white,angry
disgust_-_PublicTest_85498443.jpg,43,Man,white,disgust
disgust_-_PublicTest_85587942.jpg,29,Man,white,sad
disgust_-_PublicTest_86861373.jpg,30,Man,white,disgust
disgust_-_PublicTest_86888698.jpg,32,Man,white,disgust
disgust_-_PublicTest_89570683.jpg,26,Man,white,disgust
disgust_-_PublicTest_93710701.jpg,23,Man,asian,happy
disgust_-_PublicTest_96161493.jpg,27,Man,white,disgust
disgust_-_PublicTest_9727119.jpg,25,Man,white,fear
disgust_-_PublicTest_97476336.jpg,24,Man,white,neutral
disgust_-_PublicTest_98815442.jpg,33,Man,white,neutral
disgust_-_PublicTest_99162116.jpg,28,Man,white,sad
disgust_-_PublicTest_9982221.jpg,35,Man,middle eastern,fear
